,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure,Repayment Of Debt,Issuance Of Debt
2024-12-31,,,,,,,,,,,,,,,,,,,,,,,,,-80000000.0,0.0
2025-03-31,329641000.0,329641000.0,196438000.0,84310000.0,79500000.0,106961000.0,50709000.0,50709000.0,0.37,0.36,1680483000.0,318495000.0,1512003000.0,387926000.0,807202000.0,772897000.0,34305000.0,168331000.0,-69431000.0,77242000.0,-32713000.0,-40322000.0,62367000.0,-14875000.0,,0.0
2025-06-30,448741000.0,448741000.0,210348000.0,106474000.0,89085000.0,116152000.0,64686000.0,64686000.0,,,1628487000.0,296777000.0,1413873000.0,368715000.0,798204000.0,773951000.0,24253000.0,214464000.0,-71938000.0,120988000.0,-29928000.0,-100528000.0,112861000.0,-8127000.0,,
2025-09-30,85192000.0,85192000.0,151484000.0,75132000.0,92521000.0,119297000.0,60844000.0,60844000.0,,,1560133000.0,232386000.0,1294473000.0,348785000.0,807911000.0,784779000.0,23132000.0,265508000.0,-116399000.0,95986000.0,21384000.0,-114912000.0,78470000.0,-17516000.0,-100000000.0,
2025-12-31,336653000.0,336653000.0,200840000.0,79604000.0,62211000.0,89629000.0,53454000.0,53454000.0,,,1570142000.0,252644000.0,1271129000.0,1125100000.0,903381000.0,771590000.0,27326000.0,298862000.0,-872456000.0,97643000.0,-54685000.0,-39079000.0,73625000.0,-24018000.0,0.0,
2026-03-31,348371000.0,348371000.0,211709000.0,91546000.0,88379000.0,112779000.0,52591000.0,52591000.0,0.38,0.38,1643885000.0,343642000.0,1319331000.0,1170930000.0,808427000.0,770866000.0,37561000.0,324396000.0,-827288000.0,99188000.0,-52353000.0,-37066000.0,82161000.0,-17027000.0,,
