,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,134854000.0,25560000.0,53839000.0,12759000.0,33839000.0,10537000.0,13653000.0,72127000.0,12801000.0,-14835000.0
2025-06-30,127299000.0,19380000.0,49374000.0,16851000.0,33376000.0,19132000.0,5326000.0,68363000.0,2529000.0,-18489000.0
2025-12-31,144679000.0,18243000.0,83201000.0,32379000.0,41763000.0,28111000.0,5288000.0,53006000.0,-14136000.0,-13131000.0
