,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,5388600000.0,852900000.0,3574600000.0,819400000.0,1893100000.0,1500000000.0,300100000.0,1810700000.0,33500000.0,-245700000.0
2025-03-31,,,,,,,,,,
2025-06-30,5098500000.0,764800000.0,3264500000.0,807800000.0,1651200000.0,1263600000.0,302200000.0,1832600000.0,-43000000.0,-404200000.0
2025-12-31,4984900000.0,760100000.0,2956400000.0,708700000.0,1508300000.0,1155100000.0,269700000.0,2026400000.0,51400000.0,102600000.0
