,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,97643000.0,11138000.0,21047000.0,201000.0,18414000.0,11755000.0,6659000.0,76596000.0,10937000.0,-7064000.0
2025-06-30,,,,,,,,,,
2025-12-31,96649000.0,3692000.0,24203000.0,134000.0,22217000.0,20161000.0,2056000.0,72446000.0,3558000.0,-11816000.0
