,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,219758.64,210137.61,215758.64,162751.41,,,160161.94,4000.0,47386.2,-1607528.03
2025-12-31,25578621.34,5276790.99,16860336.1,16605974.85,,,5238102.69,8718285.24,-11329183.86,-2840679.94
2026-06-30,31133732.0,5226442.0,17154722.0,997658.0,17001229.0,16346719.0,654510.0,13979010.0,4228784.0,2057098.0
