,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,109163000.0,72957000.0,83242000.0,47330000.0,27355000.0,23402000.0,3953000.0,22421000.0,25627000.0,8534000.0
