,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,17013104.95,481934.42,5600435.13,332585.33,4760580.69,4686682.2,73898.49,11412669.82,149349.09,-26425638.78
2025-06-30,17632192.87,1338959.04,5527164.39,256191.09,4787863.31,3967646.56,820216.75,12105028.48,1082767.95,-27233280.12
2025-12-31,5533224.16,903307.39,3548314.9,210512.55,2881000.0,2281483.48,599516.52,1984909.26,692794.84,-39984399.34
