,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,1856900000.0,1856900000.0,1066900000.0,721000000.0,783900000.0,912500000.0,507400000.0,507400000.0,,,222112000000.0,199777000000.0,210853000000.0,196291000000.0,9583000000.0,6614000000.0,2402000000.0,10771000000.0,3486000000.0,8925000000.0
2025-03-31,1866000000.0,1866000000.0,1070000000.0,779000000.0,779000000.0,905000000.0,525000000.0,525000000.0,2.86,2.86,222061500000.0,198226600000.0,210387000000.0,194526700000.0,,,,11161400000.0,3699900000.0,
2025-06-30,1801100000.0,1801100000.0,813700000.0,759400000.0,797000000.0,922100000.0,508700000.0,508700000.0,,,294269800000.0,270019700000.0,283250700000.0,266641300000.0,,,1710700000.0,10556000000.0,3378400000.0,9211300000.0
2025-09-30,,,,,,,,,,,,,,,,,,,,
2025-12-31,1936000000.0,1936000000.0,1065000000.0,725000000.0,796000000.0,922000000.0,488000000.0,488000000.0,2.68,2.68,297156000000.0,274582000000.0,285327000000.0,270651000000.0,8136000000.0,5537000000.0,2078000000.0,11312000000.0,3931000000.0,10207000000.0
2026-03-31,2025000000.0,2025000000.0,1195000000.0,882000000.0,882000000.0,1012000000.0,585000000.0,585000000.0,3.21,3.21,364127000000.0,340604000000.0,353245000000.0,337046000000.0,,,,10494000000.0,3558000000.0,
