,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure,Repayment Of Debt
2024-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,,,,,,,,,0.02,0.02,,,,,,,,,,,,,,,,
2025-06-30,220999000.0,220999000.0,104282000.0,41250000.0,41250000.0,47290000.0,15674000.0,15674000.0,0.36,0.36,8927133000.0,3720905000.0,7505447000.0,3152462000.0,4688546000.0,3690464000.0,961736000.0,1381655000.0,568443000.0,870442000.0,-8222000.0,27042000.0,-21089000.0,-11624000.0,-3402000.0,0.0
2025-09-30,229423000.0,229423000.0,107973000.0,45233000.0,30122000.0,36533000.0,21241000.0,21241000.0,0.47,0.47,8814694000.0,3542026000.0,7403990000.0,2674345000.0,4850561000.0,4039394000.0,776030000.0,1364535000.0,867681000.0,870226000.0,-130248000.0,-23690000.0,-20874000.0,-132576000.0,-2328000.0,-16800000.0
2025-12-31,316733000.0,316733000.0,141257000.0,42795000.0,30008000.0,36360000.0,21545000.0,8930000.0,,,9089202000.0,3694708000.0,7670931000.0,2975104000.0,5003113000.0,4292876000.0,674092000.0,1351874000.0,719604000.0,853695000.0,-67585000.0,-29926000.0,-3343000.0,-78106000.0,-10521000.0,0.0
2026-03-31,236924000.0,236924000.0,112067000.0,43021000.0,21395000.0,28070000.0,14030000.0,14030000.0,0.03,0.03,9363908000.0,3913320000.0,7943513000.0,3008571000.0,5095201000.0,4224564000.0,836470000.0,1352519000.0,904749000.0,850225000.0,185321000.0,-1900000.0,-21071000.0,183393000.0,-1928000.0,0.0
2026-06-30,244075000.0,244075000.0,118015000.0,27115000.0,27115000.0,33744000.0,15981000.0,15981000.0,0.37,0.37,9173756000.0,3611971000.0,7757623000.0,3397979000.0,5024894000.0,4524119000.0,468948000.0,1347165000.0,213992000.0,845345000.0,-341593000.0,-4022000.0,-21931000.0,-343261000.0,-1668000.0,0.0
