,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2025-03-31,124819000.0,,76209000.0,,,,8789000.0,48610000.0,-17842000.0,15685000.0
2025-09-30,101286000.0,31150000.0,73863000.0,54158000.0,48366000.0,21003000.0,9224000.0,27423000.0,-23008000.0,-6185000.0
2026-03-31,93208000.0,25247000.0,65517000.0,48231000.0,16013000.0,,2990000.0,27691000.0,-22984000.0,-6184000.0
