,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,,,,,,,,,,,2381299000.0,557967000.0,1458365000.0,846714000.0,873600000.0,211245000.0,94289000.0,908922000.0,-288747000.0,690839000.0
2025-03-31,,,,,,,,,0.65,0.65,,,,,,,,,,
2025-06-30,620829000.0,620829000.0,487388000.0,85414000.0,80869000.0,135596000.0,52851000.0,52851000.0,0.63,0.63,2387846000.0,652285000.0,1415850000.0,565261000.0,548742000.0,,193216000.0,957507000.0,87024000.0,784507000.0
2025-09-30,620183000.0,620183000.0,492922000.0,83829000.0,80916000.0,136921000.0,51889000.0,51889000.0,0.62,0.62,,,,,,,,,,
2025-12-31,599305000.0,599305000.0,481932000.0,161939000.0,69734000.0,69734000.0,48180000.0,48180000.0,,,2485206000.0,676426000.0,1487012000.0,567411000.0,879834000.0,57497000.0,222467000.0,981778000.0,109015000.0,807501000.0
2026-03-31,613101000.0,613101000.0,497401000.0,91006000.0,84794000.0,141130000.0,55717000.0,55717000.0,0.66,0.66,,,,,,,,,,
2026-06-30,634897000.0,634897000.0,502667000.0,88194000.0,84624000.0,140884000.0,55813000.0,55813000.0,0.67,0.67,2595466000.0,758901000.0,1485361000.0,562097000.0,594442000.0,,264886000.0,1097016000.0,196804000.0,915490000.0
