,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure,Repayment Of Debt,Issuance Of Debt
2024-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,,,,,,,,,2.51,2.51,,,,,,,,,,,,,,,,
2025-06-30,4633400000.0,4633400000.0,295600000.0,147500000.0,147500000.0,702700000.0,258200000.0,258200000.0,1.47,1.47,29220600000.0,8661800000.0,11504300000.0,6331200000.0,6262000000.0,3595700000.0,17661300000.0,2330600000.0,15322600000.0,497000000.0,-369600000.0,-1608500000.0,123300000.0,-373700000.0,-89500000.0,259900000.0
2025-09-30,4665200000.0,4665200000.0,329200000.0,194900000.0,251700000.0,797000000.0,134500000.0,134500000.0,0.77,0.77,29220600000.0,8768000000.0,11407500000.0,6100300000.0,6318500000.0,3899800000.0,17755300000.0,2667700000.0,15457100000.0,693700000.0,-90000000.0,-280200000.0,509000000.0,-184700000.0,-663200000.0,753100000.0
2025-12-31,4282700000.0,4282700000.0,420500000.0,147600000.0,203500000.0,756300000.0,75400000.0,75400000.0,,,28907100000.0,8435000000.0,10919800000.0,5670800000.0,6387600000.0,3475000000.0,17930300000.0,2764200000.0,15667800000.0,171000000.0,-141600000.0,-469600000.0,7200000.0,-163800000.0,-86800000.0,-11400000.0
2026-03-31,4200900000.0,4200900000.0,-4600000.0,-133500000.0,-64200000.0,492000000.0,-220300000.0,-220300000.0,-1.25,-1.25,29901200000.0,8775500000.0,11578300000.0,6097300000.0,6508200000.0,3336700000.0,18071300000.0,2678200000.0,15435100000.0,427600000.0,-81400000.0,-556500000.0,302500000.0,-125100000.0,-173500000.0,4200000.0
2026-06-30,5020500000.0,5020500000.0,315300000.0,144700000.0,144700000.0,706500000.0,68300000.0,68300000.0,0.39,0.39,29840100000.0,8624600000.0,11695100000.0,6362000000.0,6277200000.0,2763800000.0,17754500000.0,2262600000.0,14970300000.0,303300000.0,196600000.0,-1089200000.0,210200000.0,-93100000.0,-182900000.0,10900000.0
