,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,31491754.43,2796641.05,13643988.08,13031403.47,5158.36,17847766.35,-10234762.42,-701733.65
