,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure,Repayment Of Debt,Issuance Of Debt
2024-12-31,,,,,,,,,,,,,,,,24414000.0,,,,,,,,,,,0.0
2025-03-31,,,5279000.0,-3308000.0,-3045000.0,-1207000.0,-5499000.0,-5499000.0,-0.53,-0.53,,,,,,,,,,,,,,,-734000.0,,
2025-06-30,69481000.0,69481000.0,,,,,,,,,609888000.0,117071000.0,383934000.0,133092000.0,252759000.0,43082000.0,26012000.0,192006000.0,-16021000.0,5296000.0,-18273000.0,-3415000.0,-9729000.0,-21708000.0,-3435000.0,-2009000.0,
2025-09-30,69756000.0,69756000.0,45737000.0,14811000.0,14443000.0,21314000.0,1797000.0,1797000.0,,,593438000.0,124126000.0,365431000.0,112319000.0,244779000.0,24736000.0,37783000.0,193918000.0,11807000.0,7235000.0,37117000.0,-4168000.0,-13475000.0,34653000.0,-2464000.0,-4810000.0,0.0
2025-12-31,-151329000.0,-151329000.0,-93407000.0,-45724000.0,-43524000.0,-52606000.0,-18945000.0,-18945000.0,,,563239000.0,491389000.0,360278000.0,347733000.0,24586000.0,7697000.0,10171000.0,175137000.0,143656000.0,56000.0,-24125000.0,6172000.0,17010000.0,-19666000.0,,2319000.0,
2026-03-31,5616000.0,5616000.0,4446000.0,-2830000.0,-2780000.0,-1185000.0,-1837000.0,-1837000.0,-0.18,-0.18,562921000.0,492175000.0,360132000.0,347955000.0,20608000.0,7870000.0,6324000.0,173559000.0,144220000.0,-1699000.0,-655000.0,-461000.0,-1488000.0,-1116000.0,-461000.0,-1000000.0,
2026-06-30,7743000.0,7743000.0,5920000.0,-1261000.0,-1894000.0,-182000.0,114817000.0,114817000.0,,,356698000.0,286613000.0,54824000.0,43026000.0,20390000.0,,269336000.0,288476000.0,243587000.0,113151000.0,-637000.0,246211000.0,-4550000.0,-1036000.0,-399000.0,-3795000.0,
