,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,38140366.0,27447718.0,13847364.0,6300691.0,2644110.0,10924873.0,22587438.0,21147027.0,6876483.0
2025-06-30,42735553.0,31697967.0,18673666.0,9215281.0,2260000.0,8960342.0,22083522.0,22482686.0,6403650.0
2025-12-31,57588496.0,45311789.0,30804128.0,13871989.0,7512041.0,16377820.0,23945416.0,31439800.0,8272184.0
