,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure,Repayment Of Debt,Issuance Of Debt
2024-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,128200000.0
2025-03-31,1930700000.0,1930700000.0,422800000.0,-117000000.0,-133100000.0,19200000.0,-123800000.0,-123800000.0,-0.77,-0.77,2549100000.0,928600000.0,1795600000.0,1074400000.0,314700000.0,519200000.0,756700000.0,-145800000.0,53000000.0,134700000.0,-30100000.0,-66000000.0,100300000.0,-34400000.0,-9900000.0,
2025-06-30,1699600000.0,1699600000.0,457000000.0,67300000.0,50400000.0,112300000.0,13300000.0,13300000.0,8.2,8.2,2330300000.0,783700000.0,1613300000.0,893200000.0,742100000.0,428400000.0,720200000.0,-109500000.0,66200000.0,139400000.0,-38900000.0,-185100000.0,107700000.0,-31700000.0,-137000000.0,
2025-09-30,1581500000.0,1581500000.0,378700000.0,-34100000.0,-38100000.0,27100000.0,-49100000.0,-49100000.0,-0.32,-0.32,2198400000.0,684300000.0,1563800000.0,869000000.0,178500000.0,321300000.0,638000000.0,-184700000.0,17000000.0,-1700000.0,-35300000.0,-68300000.0,-37400000.0,-35700000.0,0.0,20000000.0
2025-12-31,1549000000.0,1549000000.0,2910900000.0,198400000.0,96300000.0,164900000.0,67100000.0,67100000.0,,,2081600000.0,562800000.0,1411400000.0,719200000.0,708500000.0,211100000.0,672700000.0,-156400000.0,84000000.0,25200000.0,-16500000.0,-119200000.0,-3200000.0,-28400000.0,-20900000.0,0.0
2026-03-31,1675100000.0,1675100000.0,420900000.0,-50100000.0,-51700000.0,13400000.0,-55500000.0,-55500000.0,-0.38,-0.38,2198900000.0,605700000.0,1581300000.0,830500000.0,178700000.0,245500000.0,620500000.0,-224800000.0,28500000.0,124600000.0,-40000000.0,-51900000.0,80100000.0,-44500000.0,0.0,
