,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,278472383.14,215662159.07,132282987.05,102533587.41,6896000.0,,49968886.03,146179851.26,113128571.66,124508972.67
2025-06-30,263515528.72,201541097.32,120188632.01,80976949.0,7278367.8,,15157765.87,143334723.36,120564148.32,124444604.65
2025-12-31,306668393.7,244453526.68,150105278.41,113394323.65,24217000.0,10189040.36,14027959.64,156480786.87,131059203.03,137690243.86
