,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,8324708000.0,3106288000.0,4305061000.0,1925204000.0,2545784000.0,1642186000.0,709492000.0,3981180000.0,1181084000.0,1862249000.0
2025-06-30,7728904000.0,2802906000.0,3992862000.0,1878890000.0,2416097000.0,1873131000.0,369708000.0,3713271000.0,924016000.0,1944380000.0
2025-12-31,7903801000.0,3307836000.0,4161732000.0,1311110000.0,2630164000.0,1451948000.0,1009803000.0,3719628000.0,1996726000.0,1925410000.0
