,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,139879000.0,17020000.0,206718000.0,132821000.0,165413000.0,109306000.0,2875000.0,-66839000.0,-115801000.0,-122022000.0
2025-12-31,149869000.0,19632000.0,230458000.0,94030000.0,183191000.0,118952000.0,3867000.0,-80589000.0,-74398000.0,-135874000.0
