,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,291062982.0,3012566.0,13192570.0,5776855.0,10558223.0,9399217.0,1031389.0,277870412.0,-2764289.0,232368395.0
2025-06-30,218839427.0,2750880.0,13718840.0,6835021.0,5104547.0,2515186.0,2484814.0,205120587.0,-4084141.0,159618570.0
2025-12-31,258085732.0,1397695.0,14680605.0,8672863.0,11632422.0,10612092.0,939241.0,243405127.0,-7275168.0,197903110.0
