,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure,Repayment Of Debt,Issuance Of Debt
2024-12-31,,,,,,,,,0.06,0.06,,,,,,,,,,,,,,,,
2025-03-31,148827000.0,148827000.0,140763000.0,5752000.0,6680000.0,30537000.0,5198000.0,5198000.0,0.05,0.05,634930000.0,157984000.0,301593000.0,224090000.0,11713000.0,20994000.0,3121000.0,333337000.0,-66106000.0,39235000.0,1554000.0,-38758000.0,28440000.0,-10795000.0,,-37388000.0
2025-06-30,132670000.0,132670000.0,128703000.0,-5166000.0,-3790000.0,28138000.0,-6450000.0,-6450000.0,,,615650000.0,126747000.0,289323000.0,188699000.0,12934000.0,,20633000.0,326327000.0,-61952000.0,2353000.0,16118000.0,-959000.0,-11945000.0,-14298000.0,,420000.0
2025-09-30,107020000.0,107020000.0,100701000.0,26534000.0,28900000.0,56713000.0,22943000.0,22943000.0,0.21,0.21,689524000.0,142823000.0,340119000.0,202128000.0,12407000.0,,35840000.0,349405000.0,-59305000.0,71459000.0,-54871000.0,-1381000.0,-23965000.0,-95424000.0,-644000.0,0.0
2025-12-31,139420000.0,139420000.0,130361000.0,-2572000.0,-1434000.0,28495000.0,-4280000.0,-4280000.0,-0.04,-0.04,622464000.0,119403000.0,283744000.0,177214000.0,12046000.0,,8401000.0,338720000.0,-57811000.0,-13463000.0,-4708000.0,-9268000.0,-23698000.0,-10235000.0,,0.0
2026-03-31,124931000.0,124931000.0,117295000.0,-14436000.0,-13276000.0,13579000.0,-12768000.0,-12768000.0,-0.12,-0.12,615393000.0,130501000.0,289440000.0,181118000.0,11590000.0,,9247000.0,325953000.0,-50617000.0,1736000.0,509000.0,-1399000.0,-7522000.0,-9258000.0,,0.0
