,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,13011000000.0,6441000000.0,4516000000.0,3696000000.0,114000000.0,1207000000.0,8475000000.0,2745000000.0,8508000000.0
2025-06-30,,6653000000.0,,,,1167000000.0,8468000000.0,,8691000000.0
2025-12-31,12758000000.0,6661000000.0,4140000000.0,3509000000.0,100000000.0,1200000000.0,8601000000.0,3152000000.0,8839000000.0
