,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow
2024-12-31,,,,,,,,,,,,,,,,40687700000.0,,,,,,,,
2025-03-31,1362900000.0,1362900000.0,22300000.0,-263600000.0,538000000.0,572500000.0,491600000.0,491600000.0,0.6,0.6,90626700000.0,7024600000.0,61702900000.0,8838400000.0,831600000.0,,2179200000.0,24768500000.0,-1813800000.0,21654700000.0,804300000.0,353800000.0,-764300000.0,804300000.0
2025-06-30,1352700000.0,1352700000.0,679300000.0,-23100000.0,722300000.0,1089800000.0,310800000.0,310800000.0,0.38,0.38,90136500000.0,5845400000.0,61800600000.0,7865300000.0,42665100000.0,40183200000.0,1655700000.0,24190900000.0,-2019900000.0,20847700000.0,785800000.0,-273000000.0,-1032300000.0,785800000.0
2025-09-30,1342200000.0,1342200000.0,797400000.0,535700000.0,635900000.0,665600000.0,2345300000.0,2345300000.0,2.8,2.8,91731500000.0,6512000000.0,60169700000.0,8136600000.0,828700000.0,,3007400000.0,26084100000.0,-1624600000.0,22543000000.0,357900000.0,-171800000.0,1135800000.0,357900000.0
2025-12-31,1273600000.0,1273600000.0,635900000.0,224900000.0,1548300000.0,1630800000.0,575300000.0,575300000.0,,,93255300000.0,6861400000.0,61087600000.0,6430700000.0,43190800000.0,39170300000.0,3195800000.0,27466600000.0,430700000.0,24130800000.0,500300000.0,-36100000.0,-217600000.0,500300000.0
2026-03-31,1303400000.0,1303400000.0,788300000.0,483300000.0,623900000.0,659700000.0,210500000.0,210500000.0,0.25,0.25,91999500000.0,5735800000.0,59627700000.0,6259100000.0,816400000.0,,1801500000.0,27646300000.0,-523300000.0,24358400000.0,553100000.0,-109700000.0,-1897400000.0,553100000.0
