,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,52680000.0,42906000.0,29688000.0,28490000.0,1413000.0,24566000.0,22992000.0,14416000.0,8608000.0
2025-06-30,52410000.0,42798000.0,27615000.0,26587000.0,1253000.0,29279000.0,24795000.0,16211000.0,10411000.0
