,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,452145.61,77682.29,452145.61,274389.07,0.0,,1907.23,0.0,-196706.78,-7672995.15
2025-06-30,,,,,,,,,,
2025-12-31,39946259.69,5598854.74,37172136.02,29349349.59,35809589.05,35025072.39,784516.66,2774123.67,-23750494.85,-40558738.33
