,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow
2024-12-31,,,,,,,,,,,,,,,1925200000.0,547800000.0,,,,,,,,
2025-03-31,,,,,,,,,-0.16,-0.16,,,,,,,,,2498400000.0,,,,,
2025-06-30,1412900000.0,1412900000.0,165300000.0,-11300000.0,-7500000.0,118100000.0,-24200000.0,-24200000.0,,,8798400000.0,3696400000.0,4295900000.0,1277900000.0,,,728500000.0,4339700000.0,,3940300000.0,-36800000.0,-78300000.0,34800000.0,-337300000.0
2025-09-30,1340300000.0,1340300000.0,154200000.0,-20000000.0,-20000000.0,111700000.0,-86100000.0,-86100000.0,-1.733162,-1.733162,8559500000.0,3545400000.0,4137100000.0,1172700000.0,,,719900000.0,4270000000.0,2372700000.0,3896300000.0,125200000.0,-100800000.0,-30500000.0,433700000.0
2025-12-31,1253800000.0,1253800000.0,146000000.0,-48100000.0,-448300000.0,-225900000.0,-702900000.0,-702900000.0,,,8371000000.0,3893500000.0,4615400000.0,1270500000.0,2354300000.0,927600000.0,1103700000.0,3599400000.0,2623000000.0,3151300000.0,414700000.0,-453100000.0,423800000.0,-138500000.0
2026-03-31,1405600000.0,1405600000.0,219700000.0,52200000.0,52200000.0,172900000.0,10400000.0,10400000.0,0.21,0.21,8496900000.0,3993800000.0,4680700000.0,1336300000.0,,,910400000.0,3653200000.0,2657500000.0,3279100000.0,77300000.0,-260600000.0,-12400000.0,77300000.0
2026-06-30,1517600000.0,1517600000.0,255700000.0,96200000.0,341500000.0,456600000.0,340800000.0,340800000.0,,,8720100000.0,4196200000.0,4541700000.0,1569600000.0,,,866500000.0,4020800000.0,2626600000.0,3492200000.0,115200000.0,-50500000.0,-110000000.0,-56700000.0
