,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,893303.9,559190.9,893303.9,608205.49,372748.33,255884.82,116863.51,0.0,-49014.59,-68691812.97
2025-06-30,1136170.95,807840.94,1136170.95,91410.51,,,15808.61,0.0,716430.43,-69038572.74
2025-12-31,452738.1,145981.1,428712.25,157712.25,10.0,,29522.18,24025.85,-11731.15,-69577844.8
