,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure
2024-12-31,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,,,,,,,,,0.16,0.16,,,,,,,,,,,,,
2025-06-30,357147000.0,357147000.0,45355000.0,-30408000.0,-29744000.0,-14829000.0,-47925000.0,-47925000.0,-1.38,-1.38,1512894000.0,994363000.0,1007416000.0,681260000.0,173984000.0,505478000.0,313103000.0,351578000.0,-20013000.0,-10528000.0,-57419000.0,-30548000.0,-10535000.0
2025-09-30,449877000.0,449877000.0,-38411000.0,-104205000.0,-103365000.0,-25145000.0,-102148000.0,-102148000.0,-2.94,-2.94,1389980000.0,925152000.0,987753000.0,670783000.0,219676000.0,402227000.0,254369000.0,248327000.0,59517000.0,-10476000.0,-3208000.0,45511000.0,-14006000.0
2025-12-31,381282000.0,381282000.0,36459000.0,-19996000.0,-65159000.0,-48684000.0,-36592000.0,-36592000.0,,,1305971000.0,814040000.0,940435000.0,619487000.0,190794000.0,365536000.0,194553000.0,211636000.0,-6153000.0,1277000.0,-24223000.0,-17954000.0,-11801000.0
2026-03-31,340922000.0,340922000.0,87716000.0,13337000.0,13894000.0,26543000.0,-1621000.0,-1621000.0,-0.05,-0.05,1286923000.0,808030000.0,921009000.0,600345000.0,116505000.0,365914000.0,207685000.0,212014000.0,-22152000.0,-4860000.0,-48146000.0,-27231000.0,-5079000.0
2026-06-30,345692000.0,345692000.0,121324000.0,49076000.0,51947000.0,65103000.0,74382000.0,74382000.0,2.14,2.14,1390946000.0,877785000.0,949538000.0,631214000.0,212667000.0,441408000.0,246571000.0,287508000.0,104438000.0,-5647000.0,-2907000.0,98667000.0,-5771000.0
