,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure,Repayment Of Debt,Issuance Of Debt
2024-12-31,7797970.21,7797970.21,1871289.09,56311.69,143169.77,159169.77,-290839.21,-290839.21,,,26975175.68,15683450.71,24009250.9,15206672.45,928115.68,413599.99,2948453.61,476778.26,-5515429.51,740000.0,-405000.0,41000.0,-183000.0,,282000.0,
2025-03-31,4156701.5,4156701.5,2080216.26,338672.01,338672.01,474672.01,188743.15,188743.15,0.03,0.03,27408686.4,15955772.61,24465628.56,15733058.0,,17118.05,2925605.79,222714.61,-5523658.71,83000.0,-200000.0,-280000.0,83000.0,,-179000.0,
2025-09-30,4634766.23,4634766.23,1633648.51,252039.49,252039.49,346470.7,108482.02,108482.02,0.02,0.02,28645819.51,17177075.45,25665918.42,15968128.84,,21727.94,2962491.02,1208946.61,-5466671.35,142000.0,-73000.0,-20000.0,-131000.0,,,
2025-12-31,9604883.81,9604883.81,4062764.87,1006998.76,1089801.06,1390801.06,865828.07,865828.07,,,27687748.01,17667191.2,23570447.98,16738189.14,1553259.25,602250.99,4099978.54,929002.06,-4231652.0,794000.0,-60000.0,-154000.0,734000.0,-60000.0,-33000.0,-995000.0
2026-03-31,3969099.54,3969099.54,1935612.46,224815.87,224815.87,304159.87,159334.34,159334.34,0.02,0.02,29362980.44,19328235.25,24841365.07,17504943.37,,28968.59,4504324.87,1823291.88,-4072040.96,-322000.0,-42000.0,-209000.0,-322000.0,,-109000.0,
