,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,448598000.0,15337000.0,303896000.0,64133000.0,280683000.0,279275000.0,1408000.0,144702000.0,-48796000.0,121873000.0
2025-06-30,428967000.0,17165000.0,284223000.0,43306000.0,257003000.0,255065000.0,1938000.0,144744000.0,-26141000.0,121915000.0
2025-12-31,430817000.0,30360000.0,277949000.0,43386000.0,260171000.0,258780000.0,1391000.0,152868000.0,-13026000.0,130039000.0
