,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure
2024-12-31,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,176888755.0,176888755.0,145383357.0,11102377.0,5595412.0,18454921.0,-162806.0,-162806.0,0.0,0.0,897169378.0,296869581.0,673360870.0,164147199.0,457059187.0,105030342.0,223501026.0,132722382.0,8309307.0,17234835.0,-7323346.0,-12296372.0,6464806.0,-10770029.0
2025-06-30,198955421.0,198955421.0,168466146.0,17127763.0,17615750.0,30689491.0,9877902.0,9877902.0,0.2,0.2,902366648.0,300291563.0,670101826.0,164603472.0,455319907.0,100045778.0,231864854.0,135688091.0,54973025.0,18207665.0,-10001399.0,-13338696.0,5476507.0,-12731158.0
2025-09-30,203128171.0,203128171.0,171765044.0,26552962.0,27017574.0,40159986.0,15394276.0,15394276.0,,,910591800.0,317923003.0,662490578.0,164517537.0,447776564.0,117292863.0,247645056.0,153405466.0,31681486.0,40193146.0,-10590388.0,-12355673.0,28026669.0,-12166477.0
2025-12-31,197572135.0,197572135.0,169466655.0,3593474.0,7029271.0,28253610.0,377066.0,377066.0,,,841252244.0,284107493.0,591619606.0,169337101.0,390833187.0,72183731.0,248945667.0,114770392.0,32058552.0,26802551.0,-9222527.0,-61982229.0,11046090.0,-15756461.0
2026-03-31,186885887.0,186885887.0,157599307.0,15010160.0,9603693.0,22560427.0,3528769.0,3528769.0,0.07,0.07,835903669.0,290541098.0,582728810.0,167073100.0,369536688.0,78270444.0,252473890.0,123467998.0,35586775.0,11202326.0,6149842.0,-11265642.0,3553670.0,-7648656.0
