,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure
2024-11-30,1601487.0,1601487.0,1317496.0,-5358078.0,-5122351.0,-4900785.0,-5123444.0,-5123444.0,,,60720317.0,47565858.0,29854582.0,7997283.0,164030.0,29421706.0,30865735.0,39568575.0,-331122955.0,-6839162.0,-183446.0,-28421.0,-7017371.0,-178209.0
2025-02-28,1270320.0,1270320.0,1226209.0,-7720665.0,-5936186.0,-5712527.0,-5937719.0,-5937719.0,-0.13,-0.13,52805312.0,39738985.0,27742584.0,5558709.0,151890.0,20678345.0,25062728.0,34180276.0,-337060674.0,-8583754.0,-121096.0,-30837.0,-8704850.0,-121096.0
2025-05-31,118513.0,118513.0,67331.0,-8914098.0,-6652193.0,-6440745.0,-6653509.0,-6653509.0,-0.14,-0.14,62454739.0,49213733.0,43935852.0,6359347.0,122226.0,33254606.0,18518887.0,42854386.0,-343714183.0,-5528392.0,41110.0,18055402.0,-5487282.0,
2025-11-30,21440.0,21440.0,-68900.0,-20301327.0,-20175979.0,-18007544.0,-21227182.0,-21227182.0,,,38136201.0,28329891.0,49054324.0,11209875.0,114280.0,14976038.0,-10918123.0,17120016.0,-373404357.0,-6782481.0,43760.0,-81582.0,-6738720.0,
2026-02-28,3031725.0,3031725.0,2657520.0,-5397613.0,-4274674.0,-4203381.0,-4275385.0,-4275385.0,-0.09,-0.09,30777952.0,21628239.0,45933596.0,9030323.0,77404.0,9260974.0,-15155644.0,12597916.0,-377679742.0,-6247921.0,586037.0,-33882.0,-6255584.0,-7663.0
