,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow
2024-12-31,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,,,,,,,,,-1.4,-1.4,,,,,,,,,,,,,,
2025-06-30,298200000.0,298200000.0,75400000.0,-1400000.0,-1400000.0,-1400000.0,-7700000.0,-7700000.0,-0.46,-0.46,1410000000.0,887200000.0,1088700000.0,644300000.0,271300000.0,210000000.0,61300000.0,320800000.0,242900000.0,190300000.0,-44900000.0,-10400000.0,25700000.0,-44900000.0
2025-09-30,310500000.0,310500000.0,88900000.0,16100000.0,16100000.0,16100000.0,8000000.0,8000000.0,0.48,0.48,1437600000.0,918400000.0,1107300000.0,666000000.0,271200000.0,196600000.0,74600000.0,329700000.0,252400000.0,,30900000.0,-9100000.0,-7900000.0,30900000.0
2025-12-31,441500000.0,441500000.0,114300000.0,31200000.0,32200000.0,32200000.0,9300000.0,9300000.0,,,1430500000.0,908600000.0,1087400000.0,610400000.0,313900000.0,124400000.0,137500000.0,342500000.0,298200000.0,,77200000.0,-8100000.0,-8900000.0,45600000.0
2026-03-31,260200000.0,260200000.0,65800000.0,-20800000.0,-20800000.0,-20800000.0,-27600000.0,-27600000.0,-1.67,-1.67,1395400000.0,889100000.0,1084900000.0,613000000.0,260900000.0,171500000.0,89400000.0,310000000.0,276100000.0,,-28800000.0,-9000000.0,-11000000.0,-28800000.0
2026-06-30,298000000.0,298000000.0,95000000.0,1500000.0,1500000.0,1500000.0,100000.0,100000.0,0.01,0.01,1453100000.0,937600000.0,1144600000.0,667400000.0,271100000.0,149300000.0,121800000.0,308000000.0,270200000.0,,30200000.0,-13400000.0,14700000.0,30200000.0
