,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,409602094.32,233596648.13,176359666.6,73685034.9,134039697.57,81757678.71,233242427.72,159911613.23,40811642.5
2025-06-30,375611007.04,203901882.1,169968761.73,69030378.88,131993741.47,64776904.38,205642245.31,134871503.22,41788109.96
2025-12-31,399554851.29,229861644.62,174926097.96,75352067.99,132688055.72,78261696.41,224628753.33,154509576.63,26811642.5
