,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure,Repayment Of Debt,Issuance Of Debt
2024-12-31,,,,,,,,,,,,,,,9718600000.0,9270300000.0,,,,,,,,,,
2025-03-31,340700000.0,340700000.0,159400000.0,272000000.0,314200000.0,319500000.0,242500000.0,242500000.0,3.230854,2.180331,20438900000.0,1110800000.0,12712300000.0,3078100000.0,,,477300000.0,7599100000.0,-1967300000.0,110300000.0,222900000.0,-162800000.0,107800000.0,-2500000.0,-435500000.0,293500000.0
2025-06-30,340900000.0,340900000.0,169300000.0,147000000.0,337600000.0,342800000.0,203700000.0,203700000.0,2.705593,2.705593,20654600000.0,1043500000.0,12898400000.0,3382700000.0,,,633600000.0,7693700000.0,-2339200000.0,166200000.0,101600000.0,-111500000.0,160900000.0,-5300000.0,-125600000.0,17400000.0
2025-09-30,343700000.0,343700000.0,172200000.0,151100000.0,194500000.0,200200000.0,681500000.0,681500000.0,8.998821,7.32393,20465000000.0,793500000.0,12025500000.0,2782900000.0,,,407800000.0,8375600000.0,-1989400000.0,36700000.0,24900000.0,-287400000.0,30900000.0,-5800000.0,-423100000.0,263900000.0
2025-12-31,352000000.0,352000000.0,158800000.0,112500000.0,457600000.0,464800000.0,330500000.0,330500000.0,,,21030600000.0,1018000000.0,12271700000.0,2655200000.0,10155300000.0,9257600000.0,754000000.0,8693900000.0,-1637200000.0,149200000.0,-116500000.0,316000000.0,143800000.0,-5400000.0,17300000.0,302400000.0
2026-03-31,346300000.0,346300000.0,163600000.0,146200000.0,142400000.0,147400000.0,78200000.0,78200000.0,1.030702,0.792848,20810400000.0,820500000.0,11968300000.0,2278300000.0,,,457600000.0,8777100000.0,-1457800000.0,126300000.0,-29300000.0,-395900000.0,124500000.0,-1800000.0,-507500000.0,116000000.0
