,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure
2024-12-31,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,,,,,,,,,0.13282,0.13282,,,,,,,,,,,,,,
2025-06-30,99600000.0,99600000.0,52400000.0,2100000.0,2300000.0,6300000.0,1800000.0,1800000.0,0.1,0.1,182900000.0,122600000.0,120600000.0,86200000.0,34100000.0,49700000.0,62300000.0,36400000.0,-349000000.0,-2800000.0,-1700000.0,-2600000.0,-5000000.0,-2200000.0
2025-09-30,99000000.0,99000000.0,52200000.0,-3900000.0,-3800000.0,-300000.0,-3800000.0,-3800000.0,-0.201886,-0.201886,188000000.0,127400000.0,129200000.0,90900000.0,32800000.0,57600000.0,58800000.0,36500000.0,-352800000.0,13000000.0,-2600000.0,-2600000.0,9900000.0,-3100000.0
2025-12-31,143100000.0,143100000.0,77800000.0,16700000.0,18300000.0,22000000.0,28600000.0,28600000.0,,,223100000.0,153500000.0,133900000.0,101500000.0,30400000.0,91900000.0,89200000.0,52000000.0,-113100000.0,37800000.0,-600000.0,-2900000.0,36600000.0,-1200000.0
2026-03-31,119700000.0,119700000.0,63300000.0,300000.0,600000.0,4400000.0,100000.0,100000.0,0.005308,0.005308,222500000.0,154100000.0,136100000.0,102000000.0,27700000.0,83500000.0,86400000.0,52100000.0,-113000000.0,0.0,-2000000.0,-6500000.0,-2500000.0,-2500000.0
2026-06-30,113400000.0,113400000.0,58800000.0,-1600000.0,-1200000.0,2800000.0,-1600000.0,-1600000.0,-0.09,-0.09,215300000.0,141600000.0,133800000.0,104400000.0,31500000.0,67900000.0,81500000.0,37200000.0,-114600000.0,-6800000.0,-2500000.0,-6300000.0,-9900000.0,-3100000.0
