,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure,Repayment Of Debt,Issuance Of Debt
2024-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,5924000000.0,5924000000.0,1273000000.0,279000000.0,283000000.0,634000000.0,83000000.0,83000000.0,0.09,0.09,21204000000.0,9897000000.0,17116000000.0,7554000000.0,6572000000.0,5013000000.0,1087000000.0,3931000000.0,2343000000.0,124000000.0,-250000000.0,-41000000.0,-126000000.0,-250000000.0,-57000000.0,49000000.0
2025-06-30,5922000000.0,5922000000.0,1138000000.0,151000000.0,171000000.0,533000000.0,-40000000.0,-40000000.0,-0.04,-0.04,21513000000.0,10617000000.0,18136000000.0,7263000000.0,7751000000.0,5249000000.0,2027000000.0,3236000000.0,3354000000.0,260000000.0,-203000000.0,931000000.0,55000000.0,-205000000.0,-168000000.0,1378000000.0
2025-12-31,5820000000.0,5820000000.0,835000000.0,-173000000.0,-103000000.0,425000000.0,-180000000.0,-180000000.0,,,21028000000.0,10626000000.0,17974000000.0,7315000000.0,7747000000.0,5262000000.0,2018000000.0,2902000000.0,3311000000.0,523000000.0,-294000000.0,-46000000.0,248000000.0,-275000000.0,-751000000.0,738000000.0
2026-03-31,5764000000.0,5764000000.0,1234000000.0,246000000.0,284000000.0,607000000.0,60000000.0,60000000.0,0.06,0.06,21355000000.0,11117000000.0,18215000000.0,8391000000.0,7787000000.0,5143000000.0,2166000000.0,2983000000.0,2726000000.0,60000000.0,-241000000.0,-31000000.0,-177000000.0,-237000000.0,0.0,4000000.0
2026-06-30,5903000000.0,5903000000.0,1205000000.0,187000000.0,229000000.0,557000000.0,34000000.0,34000000.0,0.04,0.04,21831000000.0,11628000000.0,18850000000.0,8236000000.0,8546000000.0,5547000000.0,2517000000.0,2830000000.0,3392000000.0,124000000.0,-200000000.0,412000000.0,-72000000.0,-196000000.0,-376000000.0,1117000000.0
