,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,10942000.0,10942000.0,9030000.0,-397000.0,-442000.0,-442000.0,1924000.0,1924000.0,,,29654000.0,16255000.0,10798000.0,10469000.0,765000.0,3124000.0,18856000.0,5786000.0,-124740000.0
2025-03-31,3274000.0,3274000.0,2682000.0,-214000.0,-225000.0,-225000.0,678000.0,678000.0,0.11,0.11,28519000.0,15409000.0,8973000.0,8747000.0,651000.0,4897000.0,19547000.0,6662000.0,-124061000.0
2025-09-30,3554000.0,3554000.0,2402000.0,-1001000.0,-369000.0,-369000.0,-370000.0,-370000.0,-0.06,-0.06,19808000.0,14526000.0,5008000.0,4989000.0,19000.0,3460000.0,14801000.0,9537000.0,-128802000.0
2025-12-31,874000.0,874000.0,2032000.0,-1158000.0,-2305000.0,-2305000.0,98000.0,98000.0,,,20643000.0,13912000.0,5738000.0,5731000.0,65000.0,3603000.0,14905000.0,8181000.0,-128704000.0
2026-03-31,3714000.0,3714000.0,3005000.0,9000.0,47000.0,47000.0,2200000.0,2200000.0,0.36,0.36,22737000.0,13251000.0,5641000.0,4481000.0,1160000.0,5638000.0,17096000.0,8770000.0,-126504000.0
