,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow
2024-12-31,,,,,,,,,,,,,,,94050000.0,39784000.0,596000.0,,,49485000.0,,,,
2025-03-31,15400000.0,15400000.0,7000000.0,,,,-1900000.0,-1900000.0,-0.52,-0.52,164700000.0,17800000.0,104900000.0,29900000.0,,,,59800000.0,-12100000.0,,-1600000.0,-200000.0,1700000.0,-1600000.0
2025-06-30,16400000.0,16400000.0,8500000.0,300000.0,200000.0,1900000.0,-700000.0,-700000.0,-0.2,-0.2,163100000.0,17600000.0,104000000.0,28500000.0,,,400000.0,59100000.0,-10900000.0,46800000.0,800000.0,-300000.0,-500000.0,300000.0
2025-12-31,22397000.0,22397000.0,10976000.0,,,,2119000.0,2119000.0,,,160773000.0,15018000.0,98861000.0,25160000.0,88717000.0,36255000.0,391000.0,61912000.0,-10142000.0,49604000.0,6369000.0,-495000.0,-5780000.0,4364000.0
2026-03-31,15000000.0,15000000.0,6800000.0,,,,-2100000.0,-2100000.0,-0.57,-0.57,161200000.0,16900000.0,101400000.0,29300000.0,,,,59800000.0,-12400000.0,,-3100000.0,-100000.0,3200000.0,-3100000.0
2026-06-30,16200000.0,16200000.0,8300000.0,500000.0,400000.0,2000000.0,-400000.0,-400000.0,-0.12,-0.12,159100000.0,16100000.0,99800000.0,29100000.0,,,300000.0,59300000.0,-13000000.0,47000000.0,1500000.0,-400000.0,-1200000.0,1000000.0
