,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,20288818.52,6108184.86,8937925.21,4747485.57,1781548.18,1335174.69,446373.49,11350893.31,1360699.29,-20993347.72
2025-06-30,20521222.02,6564596.75,10440490.1,4369246.67,4262678.93,4021913.03,240765.9,10080731.92,2195350.08,-22263509.11
2025-12-31,17847723.02,5382978.33,13042720.02,7360078.74,5962788.32,5554177.85,408610.47,4805003.0,-1977100.41,-27539238.03
