,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,430973000.0,161576000.0,150684000.0,93032000.0,81205000.0,25063000.0,44316000.0,280085000.0,68544000.0,223542000.0
2025-06-30,446358000.0,179713000.0,164183000.0,116255000.0,10251000.0,,31076000.0,281949000.0,63458000.0,228134000.0
2025-12-31,448200000.0,178432000.0,154108000.0,95208000.0,80275000.0,24961000.0,44940000.0,293850000.0,83224000.0,240407000.0
