,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,136831000.0,81047000.0,90434000.0,71109000.0,14837000.0,2595000.0,9322000.0,46397000.0,9938000.0,19046000.0
2025-06-30,125426000.0,70497000.0,79726000.0,60904000.0,5665000.0,2320000.0,2016000.0,45700000.0,9593000.0,19547000.0
2025-12-31,129752000.0,74420000.0,82431000.0,73636000.0,13549000.0,14000.0,10650000.0,47321000.0,784000.0,20334000.0
