,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure
2024-12-31,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,63744000.0,63744000.0,29093000.0,3324000.0,3292000.0,5218000.0,2016000.0,2016000.0,0.22,0.22,207696000.0,139662000.0,107553000.0,54338000.0,1606000.0,32194000.0,100143000.0,85324000.0,70080000.0,-5472000.0,-1723000.0,-2046000.0,-7317000.0,-1845000.0
2025-06-30,59668000.0,59668000.0,24972000.0,-962000.0,-983000.0,1055000.0,-1016000.0,-1016000.0,-0.11,-0.11,185339000.0,116825000.0,99515000.0,46220000.0,1627000.0,22446000.0,85824000.0,70605000.0,58110000.0,5097000.0,-1979000.0,-12820000.0,3106000.0,-1991000.0
2025-09-30,55587000.0,55587000.0,24197000.0,3392000.0,3436000.0,5457000.0,2223000.0,2223000.0,0.24,0.24,186066000.0,118389000.0,97189000.0,44725000.0,1529000.0,29703000.0,88877000.0,73664000.0,60333000.0,8638000.0,-1217000.0,-165000.0,7350000.0,-1288000.0
2025-12-31,53576000.0,53576000.0,26514000.0,3354000.0,4771000.0,6915000.0,3017000.0,3017000.0,,,185828000.0,115818000.0,92898000.0,42851000.0,1650000.0,32556000.0,92930000.0,72967000.0,52330000.0,7355000.0,-4285000.0,-233000.0,2850000.0,-4505000.0
2026-03-31,61217000.0,61217000.0,28393000.0,-2784000.0,-2708000.0,-649000.0,-2302000.0,-2302000.0,-0.25,-0.25,188732000.0,119622000.0,97249000.0,48206000.0,971000.0,20662000.0,91483000.0,71416000.0,50028000.0,-11086000.0,-569000.0,-231000.0,-11667000.0,-581000.0
