,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure,Repayment Of Debt
2024-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,,,,,,,,,-0.095437,-0.095437,,,,,,,,,,,,,,,,
2025-06-30,80043000.0,80043000.0,22134000.0,940000.0,934000.0,5038000.0,249000.0,249000.0,0.01,0.01,226433000.0,97450000.0,105832000.0,45864000.0,30124000.0,16733000.0,13391000.0,120601000.0,51586000.0,-103749000.0,-1320000.0,-499000.0,-710000.0,-1840000.0,-520000.0,0.0
2025-09-30,82802000.0,82802000.0,22349000.0,979000.0,1075000.0,5250000.0,1746000.0,1746000.0,0.039533,0.039533,224907000.0,99423000.0,102535000.0,45585000.0,27487000.0,9708000.0,17779000.0,122372000.0,53838000.0,-102002000.0,5378000.0,-471000.0,-519000.0,4970000.0,-408000.0,-2000000.0
2025-12-31,68197000.0,68197000.0,19156000.0,-2504000.0,1814000.0,6207000.0,1638000.0,1638000.0,,,217303000.0,92787000.0,93282000.0,37975000.0,39825000.0,5376000.0,19033000.0,124021000.0,54812000.0,-100365000.0,9161000.0,-525000.0,-7382000.0,8784000.0,-377000.0,-3000000.0
2026-03-31,70736000.0,70736000.0,18031000.0,-2718000.0,-2492000.0,1774000.0,-2223000.0,-2223000.0,-0.050333,-0.050333,232366000.0,111564000.0,110516000.0,56658000.0,24410000.0,6208000.0,18202000.0,121850000.0,54906000.0,-102587000.0,930000.0,-475000.0,-1287000.0,427000.0,-503000.0,0.0
2026-06-30,96115000.0,96115000.0,26301000.0,1537000.0,1576000.0,5864000.0,641000.0,641000.0,0.01,0.01,232989000.0,115976000.0,110481000.0,59431000.0,25777000.0,15220000.0,10557000.0,122508000.0,56545000.0,-101947000.0,-8030000.0,-526000.0,913000.0,-8570000.0,-540000.0,-2000000.0
