,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,28539333.65,18527945.96,7714828.12,3555200.38,3278000.0,7677297.28,21022189.79,14972745.58,-201929.11
2025-06-30,27531365.0,17801010.0,6952442.0,878826.0,2618488.0,7641042.0,20826462.0,16922184.0,-390113.0
2025-12-31,25995145.47,16553811.79,6546710.45,3733531.7,2476000.0,7607505.2,19656346.3,12820280.09,-1562108.75
