,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,5894660.0,2060162.0,2495814.0,1605115.0,1135152.0,,719852.0,3398846.0,455047.0,-2328037.0
2025-06-30,5217781.0,1531203.0,2421299.0,1652093.0,1013793.0,,566672.0,2796482.0,-120890.0,-2932401.0
2025-12-31,4760664.0,1138734.0,3307333.0,2660713.0,1085906.0,34628.0,160580.0,1453331.0,-1521979.0,-4273551.0
