,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,547075000.0,104342000.0,308525000.0,70459000.0,246718000.0,137605000.0,66881000.0,219726000.0,33883000.0,37871000.0
2025-06-30,528315000.0,114236000.0,294477000.0,49222000.0,232708000.0,121661000.0,70639000.0,215574000.0,65014000.0,33995000.0
2025-12-31,496335000.0,91193000.0,277240000.0,38384000.0,215859000.0,112216000.0,63916000.0,201652000.0,52809000.0,30175000.0
