,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure,Repayment Of Debt,Issuance Of Debt
2024-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
2025-06-30,8103000.0,8103000.0,3161000.0,-965000.0,-923000.0,-104000.0,-1052000.0,-1052000.0,-0.065992,-0.065992,36927000.0,16016000.0,27197000.0,17413000.0,12390000.0,10407000.0,9730000.0,-1397000.0,-9499000.0,2036000.0,-554000.0,1237000.0,1782000.0,-254000.0,-125000.0,
2025-09-30,7994000.0,7994000.0,4001000.0,-492000.0,-470000.0,401000.0,-610000.0,-610000.0,-0.04,-0.04,33309000.0,13106000.0,24186000.0,14803000.0,9586000.0,8209000.0,9123000.0,-1697000.0,-10109000.0,-292000.0,-267000.0,-1666000.0,-562000.0,-270000.0,-2382000.0,0.0
2025-12-31,8018000.0,8018000.0,3164000.0,-1198000.0,-1344000.0,-514000.0,-1490000.0,-1490000.0,,,33332000.0,13643000.0,21377000.0,12283000.0,9190000.0,8773000.0,11955000.0,1360000.0,-11599000.0,-1930000.0,-244000.0,2715000.0,-2175000.0,-245000.0,-255000.0,0.0
2026-03-31,7941000.0,7941000.0,3876000.0,101000.0,112000.0,933000.0,-18000.0,-18000.0,0.0,0.0,34658000.0,15229000.0,22652000.0,13863000.0,8855000.0,10933000.0,12006000.0,1366000.0,-11617000.0,2927000.0,-311000.0,-526000.0,2613000.0,-314000.0,-255000.0,
2026-06-30,7822000.0,7822000.0,3798000.0,39000.0,77000.0,909000.0,-36000.0,-36000.0,0.0,0.0,34191000.0,15026000.0,22204000.0,15704000.0,8390000.0,11072000.0,11987000.0,-678000.0,-11653000.0,1392000.0,-751000.0,-513000.0,941000.0,-451000.0,-255000.0,
