,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,13398044.06,9326100.77,4126900.84,2855538.33,11431.88,20635.3,9271143.22,6470562.44,-12923478.19
2025-06-30,21384340.22,267256.47,916944.2,899444.2,,1743.58,20467396.02,-632187.73,-782603.98
2025-12-31,13914236.79,5682291.06,3440144.47,2072095.43,8654.91,359556.9,10474092.32,3610195.63,-12246280.39
