,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,88409000.0,48399000.0,47383000.0,35108000.0,9186000.0,18118000.0,33640000.0,13291000.0,17239000.0
2025-06-30,88035000.0,46789000.0,47162000.0,35351000.0,9041000.0,13651000.0,33513000.0,11438000.0,17112000.0
2025-12-31,87753000.0,47358000.0,45639000.0,35700000.0,8818000.0,17698000.0,36223000.0,11658000.0,19822000.0
