,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,14395025.0,7471426.13,5530003.14,4542950.01,648691.62,2316386.1,8865021.86,2928476.12,938587.56
2025-06-30,12126619.01,5466317.59,3308494.76,2381147.6,587921.74,2260089.49,8818124.25,3085169.99,891689.95
2025-12-31,13308061.07,6849129.92,4323345.95,3558703.2,517938.34,2129974.56,8984715.12,3290426.72,1058280.82
