,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,73080532.88,50329502.17,73080532.88,69711581.23,59795876.08,15500992.45,44294883.63,0.0,-19382079.06,-44971584.27
2025-12-31,59704201.66,56093343.1,52659749.56,1633372.53,50671143.03,,51558790.72,7044452.1,54459970.57,-45880330.64
