,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,187874819.0,83554905.0,53654892.0,43754696.0,10418352.0,21434802.0,106101741.0,39800209.0,57276497.0
2025-06-30,203284045.0,97420645.0,56256172.0,47236098.0,9274216.0,32932491.0,117996585.0,50184547.0,68555813.0
2025-12-31,189288288.0,89334003.0,39276798.0,31680778.0,7146590.0,37762813.0,119925985.0,57653225.0,69907072.0
