,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,93130000.0,17267000.0,8030000.0,7701000.0,3290000.0,9231000.0,86512000.0,9566000.0,-13328000.0
2025-06-30,91030000.0,16053000.0,9017000.0,8860000.0,5317000.0,7821000.0,83389000.0,7193000.0,-16068000.0
2025-12-31,91749000.0,13858000.0,13767000.0,11882000.0,9363000.0,7900000.0,79352000.0,1976000.0,-19966000.0
