,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure
2024-12-31,,,,,,,,,,,,,,,,4329000.0,,,,,,,,,
2025-03-31,,,,,,,,,0.31,0.31,,,,,,,,,,,,,,,
2025-06-30,52732000.0,52732000.0,28202000.0,4733000.0,5246000.0,8110000.0,3113000.0,3113000.0,0.35,0.35,305266000.0,160520000.0,151873000.0,27332000.0,90459000.0,,90859000.0,153393000.0,133188000.0,94630000.0,7599000.0,-5503000.0,-3748000.0,2071000.0,-5528000.0
2025-09-30,49048000.0,49048000.0,26532000.0,5140000.0,5576000.0,8481000.0,3389000.0,3389000.0,0.39,0.39,304154000.0,155596000.0,147386000.0,22781000.0,90954000.0,15036000.0,75918000.0,156768000.0,132815000.0,107718000.0,-8505000.0,-6826000.0,319000.0,-15331000.0,-6826000.0
2025-12-31,42241000.0,42241000.0,20645000.0,3333000.0,1495000.0,4475000.0,410000.0,410000.0,,,300709000.0,148316000.0,142425000.0,18906000.0,90780000.0,18468000.0,72312000.0,158284000.0,129410000.0,108128000.0,3851000.0,-7021000.0,-476000.0,-3170000.0,-7021000.0
2026-03-31,53871000.0,53871000.0,26366000.0,2732000.0,3115000.0,6748000.0,1803000.0,1803000.0,0.2,0.2,311719000.0,148721000.0,150965000.0,22789000.0,95817000.0,,91957000.0,160754000.0,125932000.0,109931000.0,13191000.0,6099000.0,2000.0,4287000.0,-8904000.0
2026-06-30,55880000.0,55880000.0,27140000.0,3818000.0,4157000.0,7810000.0,2558000.0,2558000.0,0.29,0.29,312337000.0,147186000.0,151398000.0,68425000.0,94817000.0,,90932000.0,160939000.0,78761000.0,109937000.0,8504000.0,-5695000.0,-3953000.0,2809000.0,-5695000.0
