,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,49356185.7,37981250.57,17856063.79,3781355.19,9159694.81,2434508.34,6725186.47,31500121.91,34199895.38,6771374.47
2025-06-30,,,,,,,,,,
2025-12-31,42576453.21,31741000.92,12180142.61,1835503.01,7043090.44,1844739.02,5198351.42,30396310.6,29905497.91,5592876.27
