,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,15837000.0,8883000.0,5375000.0,4528000.0,969000.0,2070000.0,10462000.0,4355000.0,-31369000.0
2025-06-30,13982000.0,7732000.0,4602000.0,3223000.0,557000.0,576000.0,9380000.0,4509000.0,-32776000.0
2025-12-31,13751000.0,7990000.0,5056000.0,3857000.0,984000.0,661000.0,8695000.0,4133000.0,-33955000.0
