,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,310807967.46,14529073.2,25789717.85,24259056.35,3000000.0,3686946.82,285018249.61,-9729983.15,240963139.61
2025-06-30,328196781.85,56819766.83,39689481.3,3247410.4,2700000.0,8863905.27,288507300.55,53572356.43,242885125.66
2025-12-31,460000862.36,8786593.5,73483804.07,71723804.07,1200842.5,3556265.36,386517058.29,-62937210.57,264061973.89
