,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,201109085.0,48891415.0,160447368.0,57432572.0,112500511.0,34997143.0,16000357.0,40661717.0,-8541157.0,25347533.0
2025-06-30,193510774.0,44091469.0,152194479.0,59461225.0,104327524.0,40593507.0,8403993.0,41316295.0,-15369756.0,25811849.0
2025-12-31,206273860.0,47279109.0,161250305.0,61522976.0,111587472.0,34115020.0,12882545.0,45023555.0,-14243867.0,28856753.0
