,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,69023511.95,21717167.1,17617987.31,11825206.94,6794071.91,5890236.19,903835.72,51405524.64,9891960.16,6105524.64
2025-06-30,69065710.0,22271140.0,18284080.0,2769890.0,8394560.0,7330840.0,1063720.0,50781630.0,19501250.0,5781630.0
2025-12-31,72107993.7,19594438.18,20696760.83,15209043.02,2987326.71,,3115347.3,51411232.87,4385395.16,6111232.87
