,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure,Repayment Of Debt,Issuance Of Debt
2024-12-31,,,,,,,,,,,,,,,493900000.0,176300000.0,,,,,,,,,,
2025-03-31,964700000.0,964700000.0,155300000.0,85000000.0,122500000.0,245400000.0,85500000.0,85500000.0,0.48,0.48,9203900000.0,2207300000.0,3037600000.0,656400000.0,0.0,,332700000.0,6162200000.0,1550900000.0,161600000.0,-132500000.0,-10100000.0,24100000.0,-137500000.0,-50000000.0,39900000.0
2025-06-30,871200000.0,871200000.0,-1985600000.0,-2086400000.0,-2015500000.0,181300000.0,-1734100000.0,-1734100000.0,-9.68,-9.68,7142100000.0,2158300000.0,2839700000.0,579600000.0,,,291300000.0,4298400000.0,1578700000.0,102900000.0,-99600000.0,-37000000.0,-9600000.0,-112500000.0,-10100000.0,0.0
2025-09-30,879100000.0,879100000.0,80000000.0,10900000.0,9200000.0,95600000.0,2300000.0,2300000.0,0.01,0.01,7122500000.0,2144300000.0,2855200000.0,615700000.0,,,365300000.0,4263200000.0,1528600000.0,160700000.0,-73600000.0,-10700000.0,27600000.0,-133100000.0,-10700000.0,0.0
2025-12-31,932900000.0,932900000.0,635100000.0,581800000.0,570100000.0,570100000.0,570700000.0,570700000.0,,,7698000000.0,2173400000.0,2810300000.0,633200000.0,495200000.0,61400000.0,433800000.0,4884200000.0,1540200000.0,147500000.0,-56900000.0,-23800000.0,-32000000.0,-179500000.0,-23000000.0,0.0
2026-03-31,1060800000.0,1060800000.0,-26400000.0,-120800000.0,-135500000.0,252000000.0,-156900000.0,-156900000.0,-0.88,-0.88,7623100000.0,2307800000.0,2884400000.0,632100000.0,,,452400000.0,4735200000.0,1675700000.0,214000000.0,-188800000.0,-11800000.0,86000000.0,-128000000.0,-11800000.0,0.0
