,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure
2024-12-31,,,,,,,,,,,,,,,5022000.0,,,,,,,,,,
2025-03-31,112535000.0,112535000.0,34139000.0,3290000.0,3384000.0,7065000.0,5075000.0,5075000.0,0.04,0.04,983385000.0,633498000.0,132698000.0,124256000.0,,,77677000.0,850513000.0,509242000.0,331851000.0,35104000.0,-20060000.0,,29646000.0,-5458000.0
2025-06-30,137415000.0,137415000.0,55734000.0,23566000.0,23873000.0,27830000.0,19220000.0,19220000.0,0.18,0.18,973688000.0,621610000.0,124629000.0,116532000.0,,,75026000.0,848886000.0,505078000.0,334155000.0,49972000.0,-32370000.0,,41309000.0,-8663000.0
2025-09-30,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-31,187047000.0,187047000.0,86117000.0,64354000.0,58278000.0,62827000.0,47906000.0,47906000.0,,,1039783000.0,683959000.0,129376000.0,121943000.0,4633000.0,,108141000.0,910226000.0,562016000.0,395090000.0,79881000.0,-50736000.0,,71523000.0,-8358000.0
2026-03-31,59378000.0,59378000.0,10759000.0,-22282000.0,-22076000.0,-16918000.0,-21944000.0,-21944000.0,-0.19,-0.19,1052786000.0,709138000.0,162797000.0,155724000.0,,,130812000.0,889812000.0,553414000.0,373146000.0,53647000.0,-30565000.0,,48516000.0,-5131000.0
2026-06-30,115105000.0,115105000.0,46790000.0,14684000.0,15724000.0,21073000.0,19149000.0,19149000.0,0.17,0.17,1636552000.0,1278373000.0,643863000.0,288347000.0,349195000.0,102631000.0,246564000.0,992513000.0,990026000.0,375367000.0,119013000.0,-430738000.0,426724000.0,113360000.0,-5653000.0
